"loanId","requestedAmount","investedAmount","executionStatus","addrZip","memberId","loanAmount","fundedAmount","term","intRate","expDefaultRate","serviceFeeRate","installment","grade","subGrade","empLength","homeOwnership","annualInc","isIncV","acceptD","expD","listD","creditPullD","reviewStatusD","reviewStatus","desc","purpose","addrState","investorCount","ilsExpD","initialListStatus","empTitle","accNowDelinq","accOpenPast24Mths","bcOpenToBuy","percentBcGt75","bcUtil","dti","delinq2Yrs","delinqAmnt","earliestCrLine","ficoRangeLow","ficoRangeHigh","inqLast6Mths","mthsSinceLastDelinq","mthsSinceLastRecord","mthsSinceRecentInq","mthsSinceRecentRevolDelinq","mthsSinceRecentBc","mortAcc","openAcc","pubRec","totalBalExMort","revolBal","revolUtil","totalBcLimit","totalAcc","totalIlHighCreditLimit","numRevAccts","mthsSinceRecentBcDlq","pubRecBankruptcies","numAcctsEver120Ppd","chargeoffWithin12Mths","collections12MthsExMed","taxLiens","mthsSinceLastMajorDerog","numSats","numTlOpPast12m","moSinRcntTl","totHiCredLim","totCurBal","avgCurBal","numBcTl","numActvBcTl","numBcSats","pctTlNvrDlq","numTl90gDpd24m","numTl30dpd","numTl120dpd2m","numIlTl","moSinOldIlAcct","numActvRevTl","moSinOldRevTlOp","moSinRcntRevTlOp","totalRevHiLim","numRevTlBalGt0","numOpRevTl","totCollAmt","applicationType","annualIncJoint","dtiJoint","isIncVJoint","openAcc6m","openIl6m","openIl12m","openIl24m","mthsSinceRcntIl","totalBalIl","iLUtil","openRv12m","openRv24m","maxBalBc","allUtil","inqFi","totalCuTl","inqLast12m","earliestCrLineMonths","installmentIncomeRatio","revolBalAnnualIncRatio","model","pctFunded","population","avgWage","amountTerm","amountTermIncomeRatio"
36109023,25,0,"NOT_AN_IN_FUNDING_LOAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81414759,,,"","337xx",87167548,12600,0,36,22.35,13.91,1.11,483.49,"E","E2",12,"RENT",35000,"NOT_VERIFIED","2016-05-29T09:39:02.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-05-29T09:38:23.000-07:00","","NOT_APPROVED",,"debt_consolidation","FL",,"2016-06-27T10:00:00.000-07:00",FALSE,"PE Teacher",0,4,165,100,96.8,21.57,0,0,2003-05-28,690,694,0,,,14,,13,0,7,0,97633,5035,96.8,5200,19,103134,3,,0,0,0,0,0,,7,1,12,108334,97633,13948,3,3,3,94,0,0,0,16,156,3,34,13,5200,3,3,0,"INDIVIDUAL",,,,0,4,1,2,12,92598,75.8,0,2,3931,78.7,1,0,0,157,0.165768,0.143857142857143,0.531627535820007,0,1330281,34334,350,0.12
81476274,,,"","920xx",87219179,34425,0,36,18.99,10.15,1.05,1261.71,"D","D3",120,"RENT",82000,"VERIFIED","2016-06-20T15:13:42.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-14T16:18:11.000-07:00","2016-06-27T07:24:48.000-07:00","APPROVED",,"debt_consolidation","CA",,"2016-06-27T10:00:00.000-07:00",FALSE,"teacher",0,2,2454,100,84.9,30.78,0,0,1988-08-13,705,709,1,59,,1,,183,2,6,0,73500,28165,87.5,16200,19,59222,7,,0,2,0,0,0,59,6,2,9,91422,73500,12250,2,1,1,88,0,0,0,10,112,3,334,11,32200,3,3,0,"INDIVIDUAL",,,,0,3,1,1,9,45335,76.6,1,1,13746,80.4,1,7,1,335,0.184640487804878,0.343475609756098,0.707051932811737,0,1405504,48550,956.25,0.139939024390244
81526854,,,"","282xx",87269815,24000,0,36,9.49,2.94,0.85,768.68,"B","B2",84,"RENT",70000,"NOT_VERIFIED","2016-06-12T11:22:08.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-05T17:17:11.000-07:00","2016-06-27T08:09:49.000-07:00","APPROVED",,"credit_card","NC",,"2016-06-27T10:00:00.000-07:00",FALSE,"Long Term Disability Claims Manager",0,4,22874,30.8,39.2,18.57,2,0,2000-11-05,660,664,0,10,,12,10,7,0,31,0,87257,54577,38.5,77300,39,43948,20,10,0,0,0,0,0,,31,2,7,122248,87257,2815,17,6,13,94,0,0,0,19,187,7,138,7,78300,7,14,0,"INDIVIDUAL",,,,0,17,0,1,20,32680,74.4,2,3,41379,58.6,0,0,1,188,0.131773714285714,0.779671428571429,0.483915686607361,0,599075,45317,666.666666666667,0.114285714285714
81527130,,,"","080xx",87270109,30000,0,36,7.89,2.15,0.78,938.57,"A","A5",120,"MORTGAGE",126639,"VERIFIED","2016-06-06T14:25:11.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-06T14:23:20.000-07:00","2016-06-27T07:47:13.000-07:00","APPROVED",,"home_improvement","NJ",,"2016-06-27T10:00:00.000-07:00",FALSE,"Chief Financial Officer",0,0,10321,85.7,85,34.1,0,0,1982-04-05,715,719,0,,,15,,62,3,19,0,138427,149604,86,72250,29,114286,12,,0,0,0,0,0,,19,0,25,457436,375738,19775,8,7,8,100,0,0,,14,155,11,410,25,173650,11,11,0,"INDIVIDUAL",,,,0,7,0,0,33,67682,59,0,0,16968,86,0,0,0,411,0.0889365835169261,1.18134224054201,0.705080032348633,0,4299036,49077,833.333333333333,0.0789646159555903
83164376,,,"","114xx",89056155,6000,0,36,16.99,8.5,1.05,213.89,"D","D1",120,"MORTGAGE",20000,"NOT_VERIFIED","2016-06-14T18:47:38.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-14T18:46:48.000-07:00","2016-06-27T08:52:13.000-07:00","APPROVED",,"home_improvement","NY",,"2016-06-27T10:00:00.000-07:00",FALSE,"chef",0,2,63,100,97.6,13.51,1,0,1990-03-14,685,689,0,6,,23,6,91,0,3,0,3468,3468,52.5,2600,7,0,7,6,0,1,0,0,0,70,3,0,18,6600,3468,1156,4,1,1,71,0,0,0,0,,3,315,18,6600,3,3,0,"INDIVIDUAL",,,,0,0,0,0,,0,,0,2,2537,52.5,0,0,0,316,0.128334,0.1734,0.818547010421753,0,2306513,34311,166.666666666667,0.1
83173578,,,"","014xx",89065341,35000,0,60,26.99,12.55,0.71,1068.53,"F","F3",120,"RENT",95000,"VERIFIED","2016-06-14T08:15:43.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-13T19:50:13.000-07:00","2016-06-27T08:22:31.000-07:00","APPROVED",,"debt_consolidation","MA",,"2016-06-27T10:00:00.000-07:00",FALSE,"OPS nco ",0,6,12714,14.3,59.9,11.97,0,0,1984-07-13,690,694,1,,,5,,3,0,11,0,18986,18986,56.7,31700,13,0,10,,0,0,0,0,0,,11,5,3,35365,18986,1899,7,6,7,100,0,0,0,2,26,6,383,3,33500,6,10,0,"INDIVIDUAL",,,,3,0,0,0,25,0,,5,6,7353,53.7,0,1,1,384,0.134972210526316,0.199852631578947,0.66072940826416,0,239764,48490,583.333333333333,0.0736842105263158
83173695,,,"","310xx",89065462,9600,0,36,7.59,1.84,0.78,299.02,"A","A3",120,"MORTGAGE",60000,"SOURCE_VERIFIED","2016-06-14T06:02:26.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-14T05:57:10.000-07:00","2016-06-27T07:54:12.000-07:00","APPROVED",,"debt_consolidation","GA",,"2016-06-27T10:00:00.000-07:00",FALSE,"Lead Technician",0,5,4777,66.7,60.2,6.8,0,0,2006-07-13,685,689,0,47,,9,47,9,2,9,0,34853,34853,65.4,12000,21,0,10,,0,0,0,0,0,,9,2,2,140041,97561,12195,3,3,3,95,0,0,0,9,119,7,108,2,53300,7,8,0,"INDIVIDUAL",,,,1,0,0,2,20,0,,2,3,4464,65.4,0,8,1,120,0.059804,0.580883333333333,0.935861110687256,0,648968,30806,266.666666666667,0.0533333333333333
83182188,,,"","336xx",89073900,7500,0,36,7.59,1.84,0.78,233.61,"A","A3",108,"RENT",88151.33,"NOT_VERIFIED","2016-06-11T06:18:11.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-10T17:29:25.000-07:00","2016-06-27T08:04:04.000-07:00","APPROVED",,"credit_card","FL",,"2016-06-27T10:00:00.000-07:00",FALSE,"Sr. BSA",0,1,7709,66.7,81.2,13.53,0,0,1997-02-10,710,714,0,,,,,54,0,4,0,50517,33391,81.2,41100,15,20124,9,,0,0,0,0,0,,4,1,7,61224,50517,12629,9,3,3,100,0,0,0,6,141,3,232,54,41100,3,3,0,"INDIVIDUAL",,,,0,1,1,1,7,17126,85.1,0,0,15615,82.5,0,5,0,233,0.0318012218306859,0.378791789074538,0.910926878452301,0,1053742,39613,208.333333333333,0.0283603208255621
83315099,,,"","661xx",89206912,6000,0,36,15.59,7.71,0.96,209.73,"C","C5",24,"MORTGAGE",75000,"SOURCE_VERIFIED","2016-06-15T14:39:13.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-15T14:32:33.000-07:00","2016-06-27T08:12:08.000-07:00","APPROVED",,"home_improvement","KS",,"2016-06-27T10:00:00.000-07:00",FALSE,"Public Relatiosn",0,8,1182,0,21.2,6.3,0,0,1997-11-14,660,664,1,43,,1,43,15,0,9,0,8112,2006,25.7,1500,13,7653,10,43,0,2,0,0,0,47,9,6,1,15453,8112,1014,5,3,4,76,0,0,0,3,27,6,223,1,7800,6,8,751,"INDIVIDUAL",,,,3,1,2,2,5,6106,79.8,4,6,165,52.5,0,3,7,223,0.0335568,0.0267466666666667,0.845135867595673,0,125802,29547,166.666666666667,0.0266666666666667
83375153,,,"","360xx",89292875,15000,0,60,13.49,4.96,0.58,345.08,"C","C2",,"MORTGAGE",51000,"VERIFIED","2016-06-16T06:21:49.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-16T06:17:14.000-07:00","2016-06-27T08:07:29.000-07:00","APPROVED",,"debt_consolidation","AL",,"2016-06-27T10:00:00.000-07:00",FALSE,"",0,1,17746,0,27.6,11.97,1,0,1998-06-15,665,669,1,20,,4,20,4,3,18,0,12187,12187,18.5,24500,33,0,29,,0,1,0,0,0,20,18,1,4,349700,275922,16231,11,6,9,96,1,0,0,1,166,11,216,4,65700,11,17,618,"INDIVIDUAL",,,,1,0,0,0,166,0,,1,1,3531,18.5,1,1,3,216,0.0811952941176471,0.238960784313725,0.519413709640503,0,318474,31401,250,0.0588235294117647
83375350,,,"","076xx",89293131,20000,0,60,18.99,8.36,0.61,518.71,"D","D3",120,"MORTGAGE",87000,"VERIFIED","2016-06-23T22:56:30.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-21T08:30:53.000-07:00","2016-06-27T09:49:15.000-07:00","APPROVED",,"home_improvement","NJ",,"2016-06-27T10:00:00.000-07:00",FALSE,"Registered Nurse",0,3,388,100,81.5,2.97,0,0,1994-11-20,675,679,0,76,78,7,76,22,4,7,1,4084,1712,61.1,2100,35,3075,29,77,1,5,0,0,0,76,7,0,13,534895,465844,93169,16,2,3,80,0,0,0,1,13,2,259,18,2800,2,5,0,"INDIVIDUAL",,,,0,1,0,1,13,2372,77.1,0,2,1334,69.5,1,0,1,259,0.0715462068965517,0.0196781609195402,0.940463185310364,0,725526,64579,333.333333333333,0.0459770114942529
83428542,,,"","175xx",89356263,12000,0,36,15.59,7.71,0.96,419.46,"C","C5",120,"MORTGAGE",103000,"VERIFIED","2016-06-15T20:49:00.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-15T20:47:52.000-07:00","2016-06-27T08:14:31.000-07:00","APPROVED",,"home_improvement","PA",,"2016-06-27T10:00:00.000-07:00",FALSE,"Owner",0,5,2258,25,74.9,11.19,1,0,1995-12-15,670,674,1,16,,1,45,11,2,14,0,30956,6742,62.4,9000,33,32019,22,45,0,1,0,0,0,45,14,3,1,144969,126965,9767,14,4,4,87,0,0,0,9,143,4,246,11,10800,4,8,2441,"INDIVIDUAL",,,,2,5,2,2,1,24214,75.6,1,3,2723,72.3,3,0,6,246,0.0488691262135922,0.0654563106796116,0.793855786323547,0,1541950,38218,333.333333333333,0.0388349514563107
83518440,,,"","786xx",89447157,6750,0,36,17.99,9.35,1.05,244,"D","D2",0,"RENT",21120,"VERIFIED","2016-06-16T09:49:42.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-15T18:56:11.000-07:00","2016-06-27T08:28:27.000-07:00","APPROVED",,"credit_card","TX",,"2016-06-27T10:00:00.000-07:00",FALSE,"Front Desk Reception ",0,1,275,100,96.1,9.43,0,0,2008-08-15,660,664,0,44,,12,44,19,0,7,0,34640,6725,85.1,7000,12,19600,5,,0,0,0,0,0,,7,0,19,27500,34640,5773,3,2,3,90,0,0,0,7,94,2,71,19,7900,2,4,0,"INDIVIDUAL",,,,0,3,0,0,70,27915,142.4,0,1,4394,126,1,0,2,94,0.138636363636364,0.318418560606061,0.79620897769928,0,1808877,40196,187.5,0.106534090909091
83620910,,,"","027xx",89549622,10000,0,36,8.59,2.27,0.78,316.1,"A","A5",120,"MORTGAGE",52000,"VERIFIED","2016-06-22T10:47:19.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T10:41:15.000-07:00","2016-06-27T07:35:04.000-07:00","APPROVED",,"debt_consolidation","MA",,"2016-06-27T10:00:00.000-07:00",FALSE,"Water Treatment Plant Operator",0,7,27063,0,18.2,21.28,1,0,1989-04-21,710,714,0,21,,14,,12,7,15,0,25479,6606,16.5,33100,36,34357,19,,0,1,0,0,0,21,15,2,11,261419,208853,14918,16,5,8,97,1,0,0,8,130,6,326,12,40100,6,10,0,"INDIVIDUAL",,,,0,3,1,2,11,18873,54.9,1,3,2300,34.2,2,0,0,326,0.0729461538461539,0.127038461538462,0.921446859836578,0,702269,43705,277.777777777778,0.0641025641025641
83657290,,,"","128xx",89625070,6000,0,36,11.49,4.76,0.85,197.83,"B","B5",120,"RENT",50000,"VERIFIED","2016-06-20T20:28:15.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-20T19:15:26.000-07:00","2016-06-27T07:49:34.000-07:00","APPROVED",,"debt_consolidation","NY",,"2016-06-27T10:00:00.000-07:00",FALSE,"Foreman",0,4,117,100,94.1,11.47,0,0,2009-02-20,685,689,1,,,1,,31,0,7,0,12392,5356,54.1,2000,11,12849,7,,0,0,0,0,0,,7,1,1,22749,12392,2065,1,1,1,100,0,0,0,4,88,4,60,1,9900,4,6,0,"INDIVIDUAL",,,,1,1,0,1,19,7036,54.8,1,3,1883,54.5,0,4,1,88,0.0474792,0.10712,0.899150192737579,0,529280,37386,166.666666666667,0.04
83659238,,,"","945xx",89627067,20000,0,36,23.99,13.71,1.11,784.56,"E","E2",120,"RENT",65000,"SOURCE_VERIFIED","2016-06-22T15:20:02.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T15:06:25.000-07:00","2016-06-27T07:22:34.000-07:00","APPROVED",,"small_business","CA",,"2016-06-27T10:00:00.000-07:00",FALSE,"Accounting Clerk-Advancend Level",0,6,3325,0,16.9,18.72,0,0,1992-02-21,675,679,0,67,114,6,67,9,1,14,1,38062,1470,13.5,4000,22,49367,16,67,1,1,0,0,0,70,14,4,1,60267,38062,3806,6,1,3,86,0,0,0,5,99,4,153,1,10900,4,11,120,"INDIVIDUAL",,,,3,3,2,2,4,36592,74.1,2,4,675,63.2,1,1,1,292,0.144841846153846,0.0226153846153846,0.719867289066315,0,2485647,55100,555.555555555556,0.102564102564103
83676349,,,"","463xx",89644093,12000,0,60,25.29,12.39,0.66,354.26,"E","E5",0,"MORTGAGE",90000,"VERIFIED","2016-06-19T18:37:31.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-19T18:34:15.000-07:00","2016-06-27T07:30:09.000-07:00","APPROVED",,"medical","IN",,"2016-06-27T10:00:00.000-07:00",FALSE,"shop supervisor",0,4,1126,50,75,25.92,0,0,1994-12-19,660,664,0,,79,6,,42,6,7,1,80949,3943,75.8,4500,26,93368,10,,1,0,0,0,0,,7,4,6,321723,302696,43242,5,2,2,100,0,0,0,10,120,3,258,38,5200,3,3,0,"INDIVIDUAL",,,,2,3,3,3,6,77006,77.3,0,0,2271,77.2,6,2,11,258,0.0472346666666667,0.0438111111111111,0.66166490316391,0,1389274,39339,200,0.0266666666666667
83688449,,,"","313xx",89656263,25600,0,60,23.99,11.34,0.66,736.32,"E","E2",120,"MORTGAGE",101500,"VERIFIED","2016-06-21T18:59:46.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-21T18:51:43.000-07:00","2016-06-27T08:36:28.000-07:00","APPROVED",,"debt_consolidation","GA",,"2016-06-27T10:00:00.000-07:00",FALSE,"officer",0,4,0,100,101.4,10.82,1,0,1997-09-21,660,664,1,5,,4,29,18,2,10,0,14879,10712,52,7000,19,18751,14,,0,0,0,0,0,45,10,1,12,269551,241141,26793,4,2,2,73,0,0,0,3,225,6,147,18,20600,6,8,0,"INDIVIDUAL",,,,0,1,0,0,28,4167,22.2,0,3,4155,37.8,0,0,2,225,0.0870526108374384,0.105536945812808,0.689260363578796,0,325637,33402,426.666666666667,0.0504433497536946
83698458,,,"","018xx",89666271,7225,0,36,15.59,7.71,0.96,252.55,"C","C5",120,"MORTGAGE",90000,"VERIFIED","2016-06-22T05:57:33.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T05:55:58.000-07:00","2016-06-27T08:29:16.000-07:00","APPROVED",,"home_improvement","MA",,"2016-06-27T10:00:00.000-07:00",FALSE,"Union Carpenter",0,7,300,0,0,9.55,0,0,2002-01-21,675,679,2,62,,0,,5,2,7,0,17004,1935,26.9,300,12,22680,5,,0,1,0,0,0,62,7,4,2,451074,429240,61320,1,0,1,91,0,0,0,5,128,2,173,5,7200,2,4,0,"INDIVIDUAL",,,,2,2,1,2,2,15069,66.4,3,3,0,56.9,1,1,3,173,0.0336733333333333,0.0215,0.915574789047241,0,828432,54831,200.694444444444,0.0267592592592593
83770799,,,"","719xx",89738654,5000,0,36,13.49,6,0.96,169.66,"C","C2",48,"MORTGAGE",70000,"VERIFIED","2016-06-23T16:26:19.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T16:22:03.000-07:00","2016-06-27T08:34:03.000-07:00","APPROVED",,"car","AR",,"2016-06-27T10:00:00.000-07:00",FALSE,"Structural Steel Detailer",0,4,317,100,96,24.89,0,0,2004-09-22,660,664,1,,114,2,,25,2,11,1,59173,13968,74.7,7900,16,61281,7,,1,0,0,0,0,,11,1,4,227981,201348,18304,4,4,4,100,0,0,0,7,123,6,109,13,18700,6,7,0,"INDIVIDUAL",,,,1,3,1,2,4,45205,73.8,0,2,4573,74,1,4,4,141,0.0290845714285714,0.199542857142857,0.772715151309967,0,932042,26727,138.888888888889,0.0238095238095238
83775674,,,"","335xx",89743405,4500,0,36,12.79,5.47,0.96,151.17,"C","C1",72,"OWN",99996,"VERIFIED","2016-06-17T12:03:42.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-17T12:03:00.000-07:00","2016-06-27T08:09:09.000-07:00","APPROVED",,"other","FL",,"2016-06-27T10:00:00.000-07:00",FALSE,"regional manager",0,10,7252,40,54.1,29.57,0,0,2003-06-16,690,694,1,,86,0,,10,0,11,1,124874,9126,38,15800,22,137660,11,,1,0,0,0,0,,11,3,0,161660,124874,11352,6,5,5,100,0,0,0,11,156,6,61,0,24000,6,9,5904,"INDIVIDUAL",,,,1,2,1,3,12,115748,,2,7,3053,38,2,1,7,156,0.0181411256450258,0.0912636505460218,0.554004788398743,0,699098,37911,125,0.015000600024001
83779212,,,"","144xx",89747029,16000,0,60,21.49,9.76,0.61,437.28,"D","D5",72,"RENT",48000,"VERIFIED","2016-06-22T16:23:48.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T16:20:48.000-07:00","2016-06-27T07:54:08.000-07:00","APPROVED",,"debt_consolidation","NY",,"2016-06-27T10:00:00.000-07:00",FALSE,"mechanic",0,6,570,66.7,86.1,21.9,0,0,2002-10-21,670,674,0,,,12,,12,0,10,0,23186,6095,60.3,4100,15,25356,10,,0,0,0,0,0,,10,2,3,35456,23186,2319,5,3,3,100,0,0,0,5,164,6,54,3,10100,6,7,0,"INDIVIDUAL",,,,1,3,0,3,13,17091,67.4,2,3,1231,65.4,3,2,1,164,0.10932,0.126979166666667,0.68960303068161,0,312137,37605,266.666666666667,0.0666666666666667
83785583,,,"","983xx",89753312,4000,0,36,10.49,3.85,0.85,130,"B","B3",,"MORTGAGE",46546.92,"NOT_VERIFIED","2016-06-17T09:20:14.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-17T09:16:41.000-07:00","2016-06-27T08:13:46.000-07:00","APPROVED",,"home_improvement","WA",,"2016-06-27T10:00:00.000-07:00",FALSE,"",0,2,69,100,93.1,10.42,0,0,2001-09-16,670,674,0,,60,19,,52,4,7,1,4595,2633,30.3,1000,24,19206,17,,1,0,0,0,0,,6,2,11,27906,4595,656,4,1,1,100,0,0,0,3,177,4,164,11,8700,4,6,125,"INDIVIDUAL",,,,0,1,0,0,73,1962,10.2,2,2,931,16.5,1,2,0,177,0.033514569814716,0.0565665784116328,0.905509173870087,0,3768936,41364,111.111111111111,0.0286449314655692
83789929,,,"","764xx",89757809,16475,0,60,27.49,12.77,0.71,507.91,"F","F4",120,"OWN",73000,"VERIFIED","2016-06-23T13:52:29.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T06:59:37.000-07:00","2016-06-27T07:28:27.000-07:00","APPROVED",,"debt_consolidation","TX",,"2016-06-27T10:00:00.000-07:00",FALSE,"Director of Recreational Sports",0,5,,,,12.03,0,0,2005-08-22,660,664,0,75,,19,75,,2,7,0,19407,3921,75.4,0,16,28701,7,75,0,3,0,0,0,75,7,2,9,282069,252172,42029,2,0,0,81,0,0,0,7,128,3,130,11,5200,3,4,0,"INDIVIDUAL",,,,0,2,1,2,9,15486,54,1,3,0,57.2,1,0,0,130,0.0834920547945206,0.0537123287671233,0.720340847969055,0,135982,32604,274.583333333333,0.0451369863013699
83810322,,,"","362xx",89788137,20000,0,60,22.39,10.46,0.66,556.83,"E","E1",,"MORTGAGE",45514,"VERIFIED","2016-06-23T08:18:38.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T08:11:35.000-07:00","2016-06-27T07:25:09.000-07:00","APPROVED",,"debt_consolidation","AL",,"2016-06-27T10:00:00.000-07:00",FALSE,"",0,1,519,100,97.9,30.46,0,0,1997-11-22,700,704,0,,,,,32,4,11,0,52830,24683,79.4,25100,21,29678,8,,0,0,0,0,0,,11,1,6,143388,128704,11700,4,4,4,100,0,0,0,9,136,5,223,28,31100,5,7,0,"INDIVIDUAL",,,,1,3,1,1,6,28147,94.8,0,0,7853,86.9,0,1,0,223,0.146811091092851,0.542316649822033,0.596695840358734,0,282777,30211,333.333333333333,0.087885046359362
83816990,,,"","322xx",89774774,12000,0,60,29.96,14.11,0.71,387.95,"G","G4",12,"OWN",56000,"NOT_VERIFIED","2016-06-25T10:14:26.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-20T07:28:41.000-07:00","2016-06-27T08:09:46.000-07:00","APPROVED",,"house","FL",,"2016-06-27T10:00:00.000-07:00",FALSE,"COURIER",0,8,11534,20,33.7,19.03,0,0,2006-07-19,685,689,1,,,5,,5,0,11,0,21687,9706,31.2,17400,11,15000,10,,0,0,0,0,0,,11,4,5,46100,21687,1972,5,2,5,100,0,0,0,1,10,4,119,5,31100,4,10,0,"INDIVIDUAL",,,,3,1,1,1,10,11981,79.9,3,7,5287,47,0,0,2,119,0.0831321428571428,0.173321428571429,0.799307942390442,0,1807395,41963,200,0.0428571428571429
83819548,,,"","331xx",89777383,10000,0,36,12.79,5.47,0.96,335.93,"C","C1",96,"RENT",32000,"VERIFIED","2016-06-22T11:44:10.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T11:39:23.000-07:00","2016-06-27T07:58:28.000-07:00","APPROVED",,"other","FL",,"2016-06-27T10:00:00.000-07:00",FALSE,"Shift Supervisor",0,1,5377,66.7,64.6,19.43,0,0,2007-08-21,665,669,0,24,,18,24,12,0,6,0,17774,10255,62.9,15200,9,14172,7,,0,0,0,0,0,,6,1,12,30472,17774,2962,3,3,3,77,0,0,0,2,106,4,100,12,16300,4,5,0,"INDIVIDUAL",,,,0,1,0,0,30,7519,53.1,1,1,4878,58.3,0,0,0,106,0.12597375,0.32046875,0.707304179668427,0,5657184,39380,277.777777777778,0.104166666666667
